id,folder,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
pr,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: General health perceptions subscale score (raw),"The subscale score is based on 5 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""believes personal health is excellent"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_ghscoreraw,,,sf36
rfer,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Role limitations due to emotional problem subscale score (raw),"The subscale score is based on 3 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no problems with work or other daily activities as a result of emotional problems in the past 4 weeks "". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_rescoreraw,,,sf36
rfpr,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Role limitations due to physical problem subscale score (raw),"The subscale score is based on 4 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no problems with work or other daily activities as a result of physical health in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_rpscoreraw,,,sf36
sf36_bp,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Body pain subscale score (0-100),"The subscale score is based on 2 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no pain or limitations due to pain in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_bpscore,,,sf36
sf36_gh,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: General health perceptions subscale score (0-100),"The subscale score is based on 5 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""believes personal health is excellent"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_ghscore,,,sf36
sf36_ht,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Health transition subscale score (raw),"The subscale score is based on 1 item from the Medical Outcomes Study Short Form 36 (SF-36). [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_htscoreraw,,,sf36
sf36_mcs,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Mental component summary,Summary component score of mental health. [Taft C et al. 2001 (PubMED ID: 11763202)](https://pubmed.ncbi.nlm.nih.gov/11763202/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36),numeric,,,mossf36;mossf36_mcs,,,sf36
sf36_mh,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Mental component summary (0-100),Summary component score of mental health. [Taft C et al. 2001 (PubMED ID: 11763202)](https://pubmed.ncbi.nlm.nih.gov/11763202/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36),numeric,,,mossf36;mossf36_mcs,,,sf36
sf36_pcs,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Physical component summary,Summary component score of physical health. [Taft C et al. 2001 (PubMED ID: 11763202)](https://pubmed.ncbi.nlm.nih.gov/11763202/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36),numeric,,,mossf36;mossf36_pcs,,,sf36
sf36_pf,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Physical component summary (0-100),Summary component score of physical health. [Taft C et al. 2001 (PubMED ID: 11763202)](https://pubmed.ncbi.nlm.nih.gov/11763202/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36),numeric,,,mossf36;mossf36_pcs,,,sf36
sf36_rawbp,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Body pain subscale score (raw),"The subscale score is based on 2 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no pain or limitations due to pain in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_bpscoreraw,,,sf36
sf36_rawgh,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: General health perceptions subscale score (raw),"The subscale score is based on 5 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""believes personal health is excellent"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_ghscoreraw,,,sf36
sf36_rawmh,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: General mental health subscale score (raw),"The subscale score is based on 5 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""feels peaceful, happy, and calm all of the time in the past 4 weeks "". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_mhscoreraw,,,sf36
sf36_rawpf,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Physical functioning subscale score (raw),"The subscale score is based on 10 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""performs all types of physical activities including the most vigorous without limitations due to health"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_pfscoreraw,,,sf36
sf36_rawre,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Role limitations due to emotional problem subscale score (raw),"The subscale score is based on 3 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no problems with work or other daily activities as a result of emotional problems in the past 4 weeks "". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_rescoreraw,,,sf36
sf36_rawrp,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Role limitations due to physical problem subscale score (raw),"The subscale score is based on 4 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no problems with work or other daily activities as a result of physical health in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_rpscoreraw,,,sf36
sf36_rawsf,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Social functioning subscale score (raw),"The subscale score is based on 2 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""performs normal social activities without interference due to physical or emotional problems in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_sfscoreraw,,,sf36
sf36_rawvt,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Vitality subscale score (raw),"The subscale score is based on 4 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""feels full of pep and energy all of the time in the past 4 week "". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_vtscoreraw,,,sf36
sf36_re,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Role limitations due to emotional problem subscale score (0-100),"The subscale score is based on 3 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no problems with work or other daily activities as a result of emotional problems in the past 4 weeks "". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_rescore,,,sf36
sf36_rp,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Role limitations due to physical problem subscale score (0-100),"The subscale score is based on 4 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant has ""no problems with work or other daily activities as a result of physical health in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_rpscore,,,sf36
sf36_sf,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Social functioning subscale score (0-100),"The subscale score is based on 2 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""performs normal social activities without interference due to physical or emotional problems in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_sfscore,,,sf36
sf36_vt,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Vitality subscale score (0-100),"The subscale score is based on 4 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""feels full of pep and energy all of the time in the past 4 week "". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_vtscore,,,sf36
sfp,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Social functioning subscale score (0-100),"The subscale score is based on 2 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""performs normal social activities without interference due to physical or emotional problems in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_sfscore,,,sf36
sfr,General Health/Medical Outcomes Study Short Form (SF-36),Medical Outcomes Study SF-36: Social functioning subscale score (raw),"The subscale score is based on 2 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""performs normal social activities without interference due to physical or emotional problems in the past 4 weeks"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/cfs/variables?search=mossf36)",numeric,,,mossf36;mossf36_sfscoreraw,,,sf36
nsrr_bmi,Harmonized/Anthropometry,Body mass index (BMI),"Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: [bmi](https://sleepdata.org/datasets/cfs/variables/bmi) at Visit 5",numeric,kilograms per square meter,,bmi_baseline_1,,TRUE,
nsrr_bp_diastolic,Harmonized/Clinical Data,Diastolic blood pressure,"Average resting diastolic blood pressure of two measurements collected from the upper arm in a single clinic visit. When more than two measurements were collected, the average was calculated using the second and third measurements. In cases where either of the measurements was missing, the average was calculated discarding the missing value. <br><br>Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: [dbp](https://sleepdata.org/datasets/cfs/variables/dbp) at Visit 5",numeric,millimeters of mercury,,bp_diastolic,,TRUE,
